ltable_business_id,rtable_id,business_id,name_x,neighborhood,address_x,city_x,state,postal_code,latitude_x,longitude_x,stars,review_count,is_open,attributes,categories,hours,type,R,apikey,id,name_y,url,location,switch_to_order_menu,cuisines,average_cost_for_two,price_range,currency,offers,thumb,user_rating,photos_url,menu_url,featured_image,has_online_delivery,is_delivering_now,deeplink,has_table_booking,events_url,establishment_types,address_y,locality,city_y,city_id,latitude_y,longitude_y,zipcode,country_id,locality_verbose
7vf9ldE1dRYvFvu1kr1bOg,17501571,7vf9ldE1dRYvFvu1kr1bOg,Borland's Tavern,,119 W Main St,Belleville,WI,53508.0,42.8596608,-89.5359577,4.5,10,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Fish & Chips', u'Restaurants']",,business,"OrderedDict([(u'res_id', 17501571)])",1719841032c7a280070d7a7a197fd150,17501571,Borland's,https://www.zomato.com/madison-wi/borlands-belleville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'119 W Main St, Belleville, WI 53508'), (u'locality', u'Belleville'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'42.8598000000'), (u'longitude', u'-89.5357000000'), (u'zipcode', u'53508'), (u'country_id', 216), (u'locality_verbose', u'Belleville, Madison')])",0,American,25,2,$,[],,"OrderedDict([(u'aggregate_rating', u'3.1'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'12')])",https://www.zomato.com/madison-wi/borlands-belleville/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/borlands-belleville/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501571,0,https://www.zomato.com/madison-wi/borlands-belleville/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"119 W Main St, Belleville, WI 53508",Belleville,Madison,1264,42.8598,-89.5357,53508.0,216,"Belleville, Madison"
FDSl04CJhMXhVT5rT7-pjg,17501572,FDSl04CJhMXhVT5rT7-pjg,J & M Bar And Grill,,127 W Main St,Belleville,WI,53508.0,42.860019,-89.536184,4.0,6,1,"[u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BusinessAcceptsCreditCards: False', u'GoodForKids: False', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': True}"", u'RestaurantsDelivery: False', u'RestaurantsReservations: False', u'RestaurantsTakeOut: True']","[u'Restaurants', u'American (Traditional)', u'Nightlife', u'Bars']",,business,"OrderedDict([(u'res_id', 17501572)])",1719841032c7a280070d7a7a197fd150,17501572,J & M Bar,https://www.zomato.com/madison-wi/j-m-bar-belleville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'127 W Main St, Belleville, WI 53508'), (u'locality', u'Belleville'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'42.8598000000'), (u'longitude', u'-89.5357000000'), (u'zipcode', u'53508'), (u'country_id', 216), (u'locality_verbose', u'Belleville, Madison')])",0,"American, Burger, Bar Food",10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'2.9'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'7')])",https://www.zomato.com/madison-wi/j-m-bar-belleville/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/j-m-bar-belleville/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501572,0,https://www.zomato.com/madison-wi/j-m-bar-belleville/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"127 W Main St, Belleville, WI 53508",Belleville,Madison,1264,42.8598,-89.5357,53508.0,216,"Belleville, Madison"
6oI37LjBo9uO2dd_CeniWg,17501577,6oI37LjBo9uO2dd_CeniWg,Paoli Pub & Grill,,6893 Paoli Rd,Belleville,WI,53508.0,42.9291111,-89.5259188,5.0,5,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u'GoodForDancing: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': True, 'live': False, 'video': False, 'jukebox': True}"", u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTakeOut: True']","[u'Pubs', u'Restaurants', u'Nightlife', u'American (Traditional)', u'Bars']","[u'Monday 11:0-2:0', u'Tuesday 11:0-2:0', u'Wednesday 11:0-2:0', u'Thursday 11:0-2:0', u'Friday 11:0-2:30', u'Saturday 11:0-2:30', u'Sunday 8:30-2:0']",business,"OrderedDict([(u'res_id', 17501577)])",1719841032c7a280070d7a7a197fd150,17501577,Paoli Pub & Grill,https://www.zomato.com/madison-wi/paoli-pub-grill-belleville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'6893 Paoli Rd, Belleville, WI 53508'), (u'locality', u'Belleville'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'42.9293000000'), (u'longitude', u'-89.5258000000'), (u'zipcode', u'53508'), (u'country_id', 216), (u'locality_verbose', u'Belleville, Madison')])",0,"Breakfast, Burger, Bar Food",10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'3.3'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'25')])",https://www.zomato.com/madison-wi/paoli-pub-grill-belleville/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/paoli-pub-grill-belleville/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501577,0,https://www.zomato.com/madison-wi/paoli-pub-grill-belleville/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"6893 Paoli Rd, Belleville, WI 53508",Belleville,Madison,1264,42.9293,-89.5258,53508.0,216,"Belleville, Madison"
okeUtkqtXlc8fjGuduJubg,17501631,okeUtkqtXlc8fjGuduJubg,Black Bear Inn,,320 W Cottage Grove Rd,Cottage Grove,WI,53527.0,43.0861154,-89.2070621,3.0,13,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", u'HasTV: True', u'NoiseLevel: average', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']",[u'Restaurants'],,business,"OrderedDict([(u'res_id', 17501631)])",1719841032c7a280070d7a7a197fd150,17501631,Black Bear Inn,https://www.zomato.com/madison-wi/black-bear-inn-cottage-grove?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'320 W Cottage Grove Rd, Cottage Grove, WI 53527'), (u'locality', u'Cottage Grove'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0866000000'), (u'longitude', u'-89.2066000000'), (u'zipcode', u'53527'), (u'country_id', 216), (u'locality_verbose', u'Cottage Grove, Madison')])",0,"American, Burger, Bar Food",10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'3.3'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'56')])",https://www.zomato.com/madison-wi/black-bear-inn-cottage-grove/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/black-bear-inn-cottage-grove/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501631,0,https://www.zomato.com/madison-wi/black-bear-inn-cottage-grove/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"320 W Cottage Grove Rd, Cottage Grove, WI 53527",Cottage Grove,Madison,1264,43.0866,-89.2066,53527.0,216,"Cottage Grove, Madison"
h5ZeHDpJXHkB-Sqa5gKsQw,17501636,h5ZeHDpJXHkB-Sqa5gKsQw,McDonald's,,401 W Cottage Grove Rd,Cottage Grove,WI,53527.0,43.087207,-89.209226,1.0,4,1,"[u'NoiseLevel: loud', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False']","[u'Restaurants', u'Burgers', u'Fast Food']","[u'Monday 5:0-22:0', u'Tuesday 5:0-22:0', u'Wednesday 5:0-22:0', u'Thursday 5:0-22:0', u'Friday 5:0-23:0', u'Saturday 5:0-23:0', u'Sunday 5:0-22:0']",business,"OrderedDict([(u'res_id', 17501636)])",1719841032c7a280070d7a7a197fd150,17501636,McDonald's,https://www.zomato.com/madison-wi/mcdonalds-1-cottage-grove?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'401 W Cottage Grove Rd, Cottage Grove, WI 53527'), (u'locality', u'Cottage Grove'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0868000000'), (u'longitude', u'-89.2078000000'), (u'zipcode', u'53527'), (u'country_id', 216), (u'locality_verbose', u'Cottage Grove, Madison')])",0,Fast Food,10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'2.7'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'8')])",https://www.zomato.com/madison-wi/mcdonalds-1-cottage-grove/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/mcdonalds-1-cottage-grove/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501636,0,https://www.zomato.com/madison-wi/mcdonalds-1-cottage-grove/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"401 W Cottage Grove Rd, Cottage Grove, WI 53527",Cottage Grove,Madison,1264,43.0868,-89.2078,53527.0,216,"Cottage Grove, Madison"
Ffd7S8tVzeY_MgsrZtW7kw,17501639,Ffd7S8tVzeY_MgsrZtW7kw,Papa Jimmy's Pizzeria,,224 W Cottage Grove Rd,Cottage Grove,WI,53527.0,43.0864166,-89.2040296,2.0,14,1,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u'HasTV: True', u'NoiseLevel: loud', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'Alcohol: beer_and_wine']","[u'Pizza', u'Restaurants']","[u'Monday 11:0-21:0', u'Tuesday 11:0-21:0', u'Wednesday 11:0-21:0', u'Thursday 11:0-21:0', u'Friday 11:0-23:0', u'Saturday 11:0-22:30', u'Sunday 12:0-21:0']",business,"OrderedDict([(u'res_id', 17501639)])",1719841032c7a280070d7a7a197fd150,17501639,Papa Jimmy's Pizzeria,https://www.zomato.com/madison-wi/papa-jimmys-pizzeria-cottage-grove?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'224 West Cottage Grove Rd, Cottage Grove, WI 53527'), (u'locality', u'Cottage Grove'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0863299000'), (u'longitude', u'-89.2039999000'), (u'zipcode', u'53527'), (u'country_id', 216), (u'locality_verbose', u'Cottage Grove, Madison')])",0,"Pizza, Sandwich",10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'3.3'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'39')])",https://www.zomato.com/madison-wi/papa-jimmys-pizzeria-cottage-grove/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/papa-jimmys-pizzeria-cottage-grove/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501639,0,https://www.zomato.com/madison-wi/papa-jimmys-pizzeria-cottage-grove/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"224 West Cottage Grove Rd, Cottage Grove, WI 53527",Cottage Grove,Madison,1264,43.0863299,-89.2039999,53527.0,216,"Cottage Grove, Madison"
NkdpsbNiafCM1ENutFksMg,17501642,NkdpsbNiafCM1ENutFksMg,Village Cafe,,214 W Cottage Grove Rd,Cottage Grove,WI,53527.0,43.0863206,-89.2027298,4.0,8,1,"[u'Alcohol: none', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: True', u'RestaurantsTableService: False', u'WheelchairAccessible: True', u'WiFi: free']","[u'Diners', u'Restaurants', u'Breakfast & Brunch']","[u'Monday 10:0-21:0', u'Tuesday 10:0-21:0', u'Wednesday 10:0-21:0', u'Thursday 10:0-21:0', u'Friday 10:0-21:0', u'Saturday 9:0-21:0', u'Sunday 9:0-21:0']",business,"OrderedDict([(u'res_id', 17501642)])",1719841032c7a280070d7a7a197fd150,17501642,Village Cafe,https://www.zomato.com/madison-wi/village-cafe-cottage-grove?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'214 W Cottage Grove Rd, Cottage Grove, WI 53527'), (u'locality', u'Cottage Grove'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0866000000'), (u'longitude', u'-89.2021000000'), (u'zipcode', u'53527'), (u'country_id', 216), (u'locality_verbose', u'Cottage Grove, Madison')])",0,American,10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'3.1'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'19')])",https://www.zomato.com/madison-wi/village-cafe-cottage-grove/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/village-cafe-cottage-grove/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501642,0,https://www.zomato.com/madison-wi/village-cafe-cottage-grove/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"214 W Cottage Grove Rd, Cottage Grove, WI 53527",Cottage Grove,Madison,1264,43.0866,-89.2021,53527.0,216,"Cottage Grove, Madison"
dGJwiltTg81VuCdHl485MA,17501643,dGJwiltTg81VuCdHl485MA,Xiang Jiang,,439 W Cottage Grove Rd,Cottage Grove,WI,53527.0,43.0866447,-89.2087999,4.0,10,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Chinese', u'Restaurants']",,business,"OrderedDict([(u'res_id', 17501643)])",1719841032c7a280070d7a7a197fd150,17501643,Xiang Jiang,https://www.zomato.com/madison-wi/xiang-jiang-cottage-grove?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'439 W Cottage Grove Rd, Cottage Grove, WI 53527'), (u'locality', u'Cottage Grove'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0868000000'), (u'longitude', u'-89.2081000000'), (u'zipcode', u'53527'), (u'country_id', 216), (u'locality_verbose', u'Cottage Grove, Madison')])",0,Chinese,10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'3.9'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'88')])",https://www.zomato.com/madison-wi/xiang-jiang-cottage-grove/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/xiang-jiang-cottage-grove/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501643,0,https://www.zomato.com/madison-wi/xiang-jiang-cottage-grove/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"439 W Cottage Grove Rd, Cottage Grove, WI 53527",Cottage Grove,Madison,1264,43.0868,-89.2081,53527.0,216,"Cottage Grove, Madison"
EgbWvXVyExSqcFx9r7fZug,17501644,EgbWvXVyExSqcFx9r7fZug,Culver's,,2523 Main St,Cross Plains,WI,53528.0,43.111364,-89.6441679,3.5,9,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'DriveThru: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: free']","[u'Fast Food', u'Restaurants', u'Burgers']","[u'Monday 10:0-22:0', u'Tuesday 10:0-22:0', u'Wednesday 10:0-22:0', u'Thursday 10:0-22:0', u'Friday 10:0-22:0', u'Saturday 10:0-22:0', u'Sunday 10:0-22:0']",business,"OrderedDict([(u'res_id', 17501644)])",1719841032c7a280070d7a7a197fd150,17501644,Culver's,https://www.zomato.com/madison-wi/culvers-cross-plains?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'2523 Main St, Cross Plains, WI 53528'), (u'locality', u'Cross Plains'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.1112000000'), (u'longitude', u'-89.6440000000'), (u'zipcode', u'53528'), (u'country_id', 216), (u'locality_verbose', u'Cross Plains, Madison')])",0,"American, Burger, Fast Food",10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'3.2'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'20')])",https://www.zomato.com/madison-wi/culvers-cross-plains/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/culvers-cross-plains/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501644,0,https://www.zomato.com/madison-wi/culvers-cross-plains/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"2523 Main St, Cross Plains, WI 53528",Cross Plains,Madison,1264,43.1112,-89.644,53528.0,216,"Cross Plains, Madison"
YMQItGEb1tDJuQ5Cl9aD4A,17501651,YMQItGEb1tDJuQ5Cl9aD4A,The Monk's Retreat,,1118 Main St,Cross Plains,WI,53528.0,43.114202,-89.659146,4.5,5,0,"[u""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'RestaurantsDelivery: False', u'RestaurantsPriceRange2: 1', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Nightlife', u'American (New)', u'Restaurants', u'Bars']",,business,"OrderedDict([(u'res_id', 17501651)])",1719841032c7a280070d7a7a197fd150,17501651,Monk's Retreat,https://www.zomato.com/madison-wi/monks-retreat-cross-plains?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'1118 Main St, Cross Plains, WI 53528'), (u'locality', u'Cross Plains'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.1144000000'), (u'longitude', u'-89.6599000000'), (u'zipcode', u'53528'), (u'country_id', 216), (u'locality_verbose', u'Cross Plains, Madison')])",0,"American, Burger",10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'3.2'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'32')])",https://www.zomato.com/madison-wi/monks-retreat-cross-plains/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/monks-retreat-cross-plains/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501651,0,https://www.zomato.com/madison-wi/monks-retreat-cross-plains/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"1118 Main St, Cross Plains, WI 53528",Cross Plains,Madison,1264,43.1144,-89.6599,53528.0,216,"Cross Plains, Madison"
